--- ddscat calc for FROM_FILE ---
83645
1.000   0.000   0.000
1.000   1.000   0.000
1.      1.      1.   
0.0   0.0   0.0
J     JX      JY      JZ    ICOMPX    ICOMPY   ICOMPZ
845    4    15    -18    1      1      1
846    5    15    -18    1      1      1
847    6    15    -18    1      1      1
848    -5    16    -18    1      1      1
849    -4    16    -18    1      1      1
850    -3    16    -18    1      1      1
851    -2    16    -18    1      1      1
852    -1    16    -18    1      1      1
853    0    16    -18    1      1      1
854    1    16    -18    1      1      1
855    2    16    -18    1      1      1
856    3    16    -18    1      1      1
857    4    16    -18    1      1      1
858    5    16    -18    1      1      1
859    -5    17    -18    1      1      1
860    -4    17    -18    1      1      1
861    -3    17    -18    1      1      1
862    -2    17    -18    1      1      1
863    -1    17    -18    1      1      1
864    0    17    -18    1      1      1
865    1    17    -18    1      1      1
866    2    17    -18    1      1      1
867    3    17    -18    1      1      1
868    4    17    -18    1      1      1
869    5    17    -18    1      1      1
870    -4    18    -18    1      1      1
871    -3    18    -18    1      1      1
872    -2    18    -18    1      1      1
873    -1    18    -18    1      1      1
874    0    18    -18    1      1      1
875    1    18    -18    1      1      1
876    2    18    -18    1      1      1
877    3    18    -18    1      1      1
878    4    18    -18    1      1      1
879    -4    19    -18    1      1      1
880    -3    19    -18    1      1      1
881    -2    19    -18    1      1      1
882    -1    19    -18    1      1      1
883    0    19    -18    1      1      1
884    1    19    -18    1      1      1
885    2    19    -18    1      1      1
886    3    19    -18    1      1      1
887    4    19    -18    1      1      1
888    -3    20    -18    1      1      1
889    -2    20    -18    1      1      1
890    -1    20    -18    1      1      1
891    0    20    -18    1      1      1
892    1    20    -18    1      1      1
893    2    20    -18    1      1      1
894    3    20    -18    1      1      1
895    -2    21    -18    1      1      1
896    -1    21    -18    1      1      1
897    0    21    -18    1      1      1
898    1    21    -18    1      1      1
899    2    21    -18    1      1      1
900    -1    -26    -17    1      1      1
901    0    -26    -17    1      1      1
902    1    -26    -17    1      1      1
903    -3    -25    -17    1      1      1
904    -2    -25    -17    1      1      1
905    -1    -25    -17    1      1      1
906    0    -25    -17    1      1      1
907    1    -25    -17    1      1      1
908    2    -25    -17    1      1      1
909    3    -25    -17    1      1      1
910    -4    -24    -17    1      1      1
911    -3    -24    -17    1      1      1
912    -2    -24    -17    1      1      1
913    -1    -24    -17    1      1      1
914    0    -24    -17    1      1      1
915    1    -24    -17    1      1      1
916    2    -24    -17    1      1      1
917    3    -24    -17    1      1      1
918    4    -24    -17    1      1      1
919    -5    -23    -17    1      1      1
920    -4    -23    -17    1      1      1
921    -3    -23    -17    1      1      1
922    -2    -23    -17    1      1      1
923    -1    -23    -17    1      1      1
924    0    -23    -17    1      1      1
925    1    -23    -17    1      1      1
926    2    -23    -17    1      1      1
927    3    -23    -17    1      1      1
928    4    -23    -17    1      1      1
929    5    -23    -17    1      1      1
930    -5    -22    -17    1      1      1
931    -4    -22    -17    1      1      1
932    -3    -22    -17    1      1      1
933    -2    -22    -17    1      1      1
934    -1    -22    -17    1      1      1
935    0    -22    -17    1      1      1
936    1    -22    -17    1      1      1
937    2    -22    -17    1      1      1
938    3    -22    -17    1      1      1
939    4    -22    -17    1      1      1
940    5    -22    -17    1      1      1
941    -6    -21    -17    1      1      1
942    -5    -21    -17    1      1      1
943    -4    -21    -17    1      1      1
944    -3    -21    -17    1      1      1
945    -2    -21    -17    1      1      1
946    -1    -21    -17    1      1      1
947    0    -21    -17    1      1      1
948    1    -21    -17    1      1      1
949    2    -21    -17    1      1      1
950    3    -21    -17    1      1      1
951    4    -21    -17    1      1      1
952    5    -21    -17    1      1      1
953    6    -21    -17    1      1      1
954    -6    -20    -17    1      1      1
955    -5    -20    -17    1      1      1
956    -4    -20    -17    1      1      1
957    -3    -20    -17    1      1      1
958    -2    -20    -17    1      1      1
959    -1    -20    -17    1      1      1
960    0    -20    -17    1      1      1
961    1    -20    -17    1      1      1
962    2    -20    -17    1      1      1
963    3    -20    -17    1      1      1
964    4    -20    -17    1      1      1
965    5    -20    -17    1      1      1
966    6    -20    -17    1      1      1
967    -7    -19    -17    1      1      1
968    -6    -19    -17    1      1      1
969    -5    -19    -17    1      1      1
970    -4    -19    -17    1      1      1
971    -3    -19    -17    1      1      1
972    -2    -19    -17    1      1      1
973    -1    -19    -17    1      1      1
974    0    -19    -17    1      1      1
975    1    -19    -17    1      1      1
976    2    -19    -17    1      1      1
977    3    -19    -17    1      1      1
978    4    -19    -17    1      1      1
979    5    -19    -17    1      1      1
980    6    -19    -17    1      1      1
981    7    -19    -17    1      1      1
982    -7    -18    -17    1      1      1
983    -6    -18    -17    1      1      1
984    -5    -18    -17    1      1      1
985    -4    -18    -17    1      1      1
986    -3    -18    -17    1      1      1
987    -2    -18    -17    1      1      1
988    -1    -18    -17    1      1      1
989    0    -18    -17    1      1      1
990    1    -18    -17    1      1      1
991    2    -18    -17    1      1      1
992    3    -18    -17    1      1      1
993    4    -18    -17    1      1      1
994    5    -18    -17    1      1      1
995    6    -18    -17    1      1      1
996    7    -18    -17    1      1      1
997    -8    -17    -17    1      1      1
998    -7    -17    -17    1      1      1
999    -6    -17    -17    1      1      1
1000    -5    -17    -17    1      1      1
1001    -4    -17    -17    1      1      1
1002    -3    -17    -17    1      1      1
1003    -2    -17    -17    1      1      1
1004    -1    -17    -17    1      1      1
1005    0    -17    -17    1      1      1
1006    1    -17    -17    1      1      1
1007    2    -17    -17    1      1      1
1008    3    -17    -17    1      1      1
1009    4    -17    -17    1      1      1
1010    5    -17    -17    1      1      1
1011    6    -17    -17    1      1      1
1012    7    -17    -17    1      1      1
1013    8    -17    -17    1      1      1
1014    -8    -16    -17    1      1      1
1015    -7    -16    -17    1      1      1
1016    -6    -16    -17    1      1      1
1017    -5    -16    -17    1      1      1
1018    -4    -16    -17    1      1      1
1019    -3    -16    -17    1      1      1
1020    -2    -16    -17    1      1      1
1021    -1    -16    -17    1      1      1
1022    0    -16    -17    1      1      1
1023    1    -16    -17    1      1      1
1024    2    -16    -17    1      1      1
1025    3    -16    -17    1      1      1
1026    4    -16    -17    1      1      1
1027    5    -16    -17    1      1      1
1028    6    -16    -17    1      1      1
1029    7    -16    -17    1      1      1
1030    8    -16    -17    1      1      1
1031    -8    -15    -17    1      1      1
1032    -7    -15    -17    1      1      1
1033    -6    -15    -17    1      1      1
1034    -5    -15    -17    1      1      1
1035    -4    -15    -17    1      1      1
1036    -3    -15    -17    1      1      1
1037    -2    -15    -17    1      1      1
1038    -1    -15    -17    1      1      1
1039    0    -15    -17    1      1      1
1040    1    -15    -17    1      1      1
1041    2    -15    -17    1      1      1
1042    3    -15    -17    1      1      1
1043    4    -15    -17    1      1      1
1044    5    -15    -17    1      1      1
1045    6    -15    -17    1      1      1
1046    7    -15    -17    1      1      1
1047    8    -15    -17    1      1      1
1048    -8    -14    -17    1      1      1
1049    -7    -14    -17    1      1      1
1050    -6    -14    -17    1      1      1
1051    -5    -14    -17    1      1      1
1052    -4    -14    -17    1      1      1
1053    -3    -14    -17    1      1      1
1054    -2    -14    -17    1      1      1
1055    -1    -14    -17    1      1      1
1056    0    -14    -17    1      1      1
1057    1    -14    -17    1      1      1
1058    2    -14    -17    1      1      1
1059    3    -14    -17    1      1      1
1060    4    -14    -17    1      1      1
1061    5    -14    -17    1      1      1
1062    6    -14    -17    1      1      1
1063    7    -14    -17    1      1      1
1064    8    -14    -17    1      1      1
1065    -9    -13    -17    1      1      1
1066    -8    -13    -17    1      1      1
1067    -7    -13    -17    1      1      1
1068    -6    -13    -17    1      1      1
1069    -5    -13    -17    1      1      1
1070    -4    -13    -17    1      1      1
1071    -3    -13    -17    1      1      1
1072    -2    -13    -17    1      1      1
1073    -1    -13    -17    1      1      1
1074    0    -13    -17    1      1      1
1075    1    -13    -17    1      1      1
1076    2    -13    -17    1      1      1
1077    3    -13    -17    1      1      1
1078    4    -13    -17    1      1      1
1079    5    -13    -17    1      1      1
1080    6    -13    -17    1      1      1
1081    7    -13    -17    1      1      1
1082    8    -13    -17    1      1      1
1083    9    -13    -17    1      1      1
